price,Sales,Discount,Profit
142.86,6448.69,0,1663.35
155.99,3436.771,0.04,520
599.99,21956.03,0.1,5903.09
2.78,89.89,0.06,-8.16
3.48,64.97,0.1,-190.3
15.74,669.01,0.08,299.35
9.65,301.6,0.01,-24.93
175.99,7703.9665,0,2446.5
223.98,5811.72,0.03,2431.6
8.6,23.54,0.03,-14.47
165.2,1539.83,0.08,34.85
40.98,1677.27,0.08,528.79
70.98,1556.08,0.05,-41.77
70.98,1485.06,0.04,25.32
38.76,1211.18,0.1,208.4
12.53,478.94,0.04,10.56
105.29,2429.09,0.06,-20.67
225.04,4520.6,0.07,1944.38
7.84,225.25,0.03,-7.59
115.79,4648.64,0.04,1777.67
26.64,404.54,0.03,43.99
7.28,124.89,0.07,-111.17
291.73,14567.15,0.04,3799.59
5.68,44.56,0.05,4.81
12.21,152.14,0.09,-26.87
4.13,37.22,0.03,-2.76
7.68,302.09,0.05,-67.09
70.97,3286.27,0.02,1102.58
2.88,136.63,0.03,-162.61
20.24,927.82,0.02,255.03
4.71,123.37,0.09,-6.69
70.71,3304.38,0,-634.49
65.99,908.412,0.07,-71.19
17.15,551.67,0.08,25.44
161.55,2466.02,0.02,243.73
6.48,135.02,0.02,-60.69
35.99,667.998,0.06,251.26
43.41,259.52,0.06,45.2
4.38,109.23,0.02,-100.58
1.89,74,0.08,-20.6
9.31,288.45,0.03,-5.98
4.13,112.35,0.1,31.27
2.88,78.09,0.01,19.63
10.14,42.77,0.04,-1.19
12.58,279.63,0.07,61.69
6.48,298.97,0.09,-225.86
20.34,159.05,0.05,-153.46
9.78,142.12,0.01,54.91
205.99,8273.2795,0.08,2461.31
24.92,114.57,0.02,-29.98
65.99,1062.2195,0.03,132.37
105.34,1318.34,0.02,464.05
25.98,128.59,0.07,-15.17
3.55,4.97,0.04,-4.91
142.86,3194.05,0.08,608.52
1.76,88.1,0.03,-161.61
29.89,716.99,0.05,174.06
24.95,27.44,0.02,-11.76
300.65,4691.27,0.05,1196.72
17.67,804.14,0.1,-25.27
64.65,567.51,0.01,-255.55
2.61,103.79,0.03,37.85
51.75,2108.21,0.03,273.61
7.99,277.0745,0.03,-128.44
4.98,221.42,0.03,-142.02
13.73,580.96,0.08,-33.47
4.98,185.19,0.07,-175.62
10.23,220.26,0.07,-35.95
20.99,843.03,0.08,419.9
6.48,176.34,0,-103.32
37.44,186.5,0.04,4.16
808.49,9171.71,0.06,2636.01
2.88,18.05,0.06,0.13
65.99,2896.358,0,583.5
1938.02,22145.37,0.02,6138.48
205.99,1056.6435,0.06,-586.2
3.15,75.73,0.07,29.46
55.48,1863.02,0.03,823.26
20.89,53.3,0,-46.2
284.98,2161.36,0.02,-92.37
55.48,2494.92,0.08,816.72
5.43,64.86,0,22.05
2.47,109.39,0.07,16.31
170.98,3267.41,0,248.19
599.99,26126.92,0.04,9498.6
7.38,315.45,0.01,-305.88
3.71,60.02,0.1,0.94
150.98,7413.29,0.01,1148.23
155.99,2441.1405,0.05,261.96
41.71,1135.24,0.06,271.81
699.99,2136.93,0.04,-2297.48
5.78,30.89,0.06,-19.55
5.28,170.46,0.1,-104.35
50.98,1561.96,0.03,119.92
9.11,265.92,0.04,79.67
30.97,220.79,0,-91.51
17.67,755.19,0,81.44
6.48,21.71,0.07,-15.13
40.96,124.75,0.06,-112.64
39.89,1087.58,0.01,514.45
101.41,4273.35,0.07,-892.03
280.98,8684.23,0.05,1488.77
300.97,291.4,0.06,-763.16
11.29,324.75,0.07,-36.87
65.99,2784.8295,0.01,788.29
3.98,212.12,0.01,-154.63
98.31,2455.54,0.03,1361.88
15.67,592.54,0.07,282.11
140.98,3050.81,0.01,-124.04
8.46,244.9,0.08,-61.14
15.99,876.64,0,-126.68
22.98,998.05,0.01,391.14
226.67,4353.02,0.1,661.77
2.88,105.07,0.08,9.11
14.81,630.38,0.02,-186.77
5.98,144.03,0.02,-37.04
0.99,17.77,0.05,-37.67
2.89,75.57,0.03,28.24
5.68,108.09,0.07,25.76
22.84,55.34,0.06,-31.24
4.98,142.18,0.07,-50.14
2.12,64.82,0.02,-32.03
11.34,77.6,0.08,-37.07
48.91,821.18,0.04,308.63
42.76,1691.51,0.08,285.16
9.78,122.93,0.04,-6.83
9.48,47.86,0,-17.32
110.99,3607.8505,0.05,784.49
5.58,68.46,0.02,-22.48
40.89,885.23,0.03,78.98
4.89,229.35,0.08,-165.45
6.68,294.86,0.07,-141.12
59.98,190.45,0.02,-44.05
5.18,179.99,0.03,-102.27
85.99,3615.8405,0.03,1861.35
39.98,464.57,0.04,-79.18
125.99,2525.9875,0.09,416.67
119.99,4993.42,0.03,190.14
115.79,1059.3,0.05,67.6
2.61,17.59,0.06,10.85
6.35,308.81,0.01,128.28
7.98,299.01,0.09,-142.86
4.48,220.09,0.04,-1795.74
22.84,1220.23,0,172.62
225.02,6152.8,0.04,554.55
54.96,1428.64,0.09,494.26
7.31,312.63,0.01,167.3
10.06,441.4,0.06,146.04
35.44,1585.6,0.08,632.13
7.4,215.85,0.09,60.95
320.64,12837.11,0.05,1881.76
1.88,82.03,0,-15.56
5.78,290.91,0.06,-108.19
999.99,6362.94,0.1,-221.78
17.52,739.28,0,43.97
125.99,5085.907,0.03,1366.69
3.08,66.02,0.1,10.88
1.26,15.53,0,-5.92
400.97,8270.57,0.08,2851.46
124.49,1959.92,0.07,-374.96
4.77,41.03,0.1,-30.47
11.58,40.79,0.02,-11.69
30.98,524.25,0,124.18
4.76,151.09,0.02,4.59
13.4,251.45,0.06,90
178.47,1609.19,0.03,188.91
70.98,3044.7,0.04,-78.36
1.68,18.26,0.05,-3.89
67.84,2405,0.1,696.17
1.26,3.23,0.06,-2.73
80.98,2861.66,0.04,-921.68
65.99,373.2775,0.07,-204.93
399.98,11481.03,0.08,2799.65
15.01,442.76,0.09,-17.11
120.98,2684.98,0.03,1115.14
220.98,10364.36,0.01,1049.03
15.94,376.53,0.03,3.44
4.18,197.36,0.07,-43.5
64.65,555.2,0.06,-267.86
4.98,212.28,0.06,-103.22
65.99,2864.1005,0.03,697.82
40.98,1516.82,0.1,-83.28
62.18,2752.68,0.04,430.32
21.38,423.24,0.1,128.83
130.98,5677.87,0.04,-824.09
83.1,732.72,0.03,8.6
20.98,687.47,0.1,-1533.15
17.98,598.19,0.09,-6.61
7.08,304.26,0.1,28.93
110.98,990.67,0.08,-365.32
140.99,1506.8375,0.07,-75.01
14.34,185.83,0.03,58.16
205.99,4097.1445,0.1,501.54
5.77,259.43,0,-52.52
9.98,150.24,0.08,-102.93
1.26,46.37,0.03,-19.81
4.91,173.08,0.04,81.63
85.99,3492.6585,0.08,1181.81
35.94,453.09,0.09,107.74
170.98,2758.22,0,966.81
4.98,102.61,0.09,-92.01
22.24,416.39,0.06,119.47
4.28,180.56,0.1,-15.79
36.55,241.85,0.01,-4.5
178.47,182.4,0.09,-114.22
300.97,6004.35,0.05,1767.56
125.99,627.453,0.07,-408.25
58.14,3000.88,0.01,-719.17
209.84,6118.38,0.09,2042.58
11.97,456.03,0.02,-61.61
159.31,2844.64,0.03,16.47
34.58,169.27,0.1,-41.66
11.5,557.35,0,-9.19
9.68,490.87,0,190.93
34.98,137.54,0.08,-138.84
31.78,673.92,0.01,224.71
28.28,540.56,0.02,-93.46
574.74,13905.88,0.05,6441.18
21.78,1055.98,0.07,204.58
599.99,17599.39,0.03,5513.86
6.69,115.34,0.02,13.83
10.48,279.4,0.1,-92.25
10.98,395.37,0.07,17.15
15.23,337.38,0,-409.79
5.58,116.55,0.09,-39.67
119.99,487.72,0.06,-192.3
210.55,816.09,0.05,-150.29
80.98,3063.1,0.06,-1022.02
15.51,229.03,0.05,-28.58
218.75,2489.85,0.06,-566.5
6.48,240.52,0.05,-164.18
212.6,10261.25,0.02,611.11
150.98,5699.22,0.09,2812.63
4.76,22.75,0.09,-0.45
20.98,433.31,0.05,-815.79
6.48,73.22,0.06,-34.53
1.14,22.28,0.09,-2.66
11.99,525.77,0.08,34.63
500.98,15152.55,0.05,7719.21
296.18,7497.08,0.02,698.67
48.04,1279.45,0.01,558.25
37.93,455.59,0.02,98.02
115.99,1171.232,0.04,-43.25
20.99,723.3075,0.01,216.7
2.08,103.03,0.07,-82.63
5.44,78.94,0.03,-51.7
26.38,576.89,0.08,175.03
20.99,35.666,0.06,-112.19
125.99,4191.5625,0,1286.53
20.99,312.035,0.05,-55.94
2.08,77.43,0.01,-60.07
36.55,1315.74,0.03,260.87
7.38,184.86,0.09,-33.95
5.98,267.85,0.04,-65.43
15.42,528.5,0.04,-149.92
5.4,136.77,0.09,-136.25
2.21,46.94,0.02,3.88
500.98,15260.78,0.07,8734.88
178.47,540.41,0.1,-170.98
65.99,1162.4005,0.09,-284.63
6.24,104.94,0.06,-34.97
10.97,227.66,0.04,-100.16
2.08,84.33,0.04,-64.29
13.99,90.56,0.03,-37.58
37.74,1634.9,0.01,502.42
227.55,11278.18,0.01,1836.81
175.99,6717.9325,0.09,1717.89
4.98,133.65,0.05,56.28
65.99,525.674,0.08,-147.02
35.48,1225.52,0.1,-1191.13
99.99,1024.29,0.07,-95.52
30.98,1348.57,0.08,19.57
31.76,1264.46,0,-1249.39
4.57,158.25,0.09,-114.74
4.13,107.93,0,-68.14
8.74,66.41,0.05,-32.35
3.8,27.01,0.05,-1.3
5.78,157.49,0.09,-58.25
22.84,330.21,0.07,83.24
3.36,22.56,0.04,-25.56
14.48,82.72,0.08,-29.71
6.48,229.51,0.04,-189.33
15.42,473,0.09,-185.8
65.99,2178.431,0.01,396.97
55.94,1344.88,0.06,-13.77
6.3,248.54,0.07,111.75
178.47,4253.65,0.05,943
18.97,62.88,0.09,-24.74
205.99,6264.1855,0.01,1312.04
162.93,5410.95,0.09,2077.91
162.93,6831.72,0.01,3081.02
4.26,103.87,0.1,15.42
2.88,33.86,0.05,0.35
165.2,3553.62,0.07,521.69
15.98,92.02,0.1,-47.36
146.05,1736.41,0.1,-762.44
2.78,115.43,0,11.41
12.07,246.06,0.08,20.67
5.58,83.87,0.06,-28.83
8.88,79.42,0.01,-15.46
2.88,75.6,0.06,17.14
2.08,95.73,0,-151.15
28.28,1225.41,0.04,-138.02
15.7,370.72,0.1,-156.76
130.98,6403.39,0.01,-824.15
30.97,757.91,0.02,-16.05
22.72,409.16,0.05,21.96
65.99,2508.316,0.07,456.81
40.97,1165.33,0.04,154.85
90.48,2325.42,0.02,739.91
67.28,2116.7,0.02,488.82
4.71,10.39,0.02,-7.97
31.76,135.928,0.04,-126.47
33.98,463.83,0,103.26
400.98,17248.09,0.08,2048.63
8.17,168.31,0.1,46.49
110.99,4282.725,0.03,1371.74
37.44,79.58,0.06,-38.28
8.01,192.8,0.05,31
73.98,900.06,0.05,-221.12
4.13,88.82,0.01,38.35
209.84,2392.23,0.04,1216.74
6.48,216.08,0,-84.33
13.48,339.03,0.09,-24.44
115.99,1098.149,0.09,-182.97
99.99,2039.39,0.01,199.73
699.99,2036.97,0.03,-2397.44
159.31,2629.664,0.09,27.74
10.89,394.62,0.06,-31.39
10.64,464.64,0.03,14.48
7.96,96.68,0.03,22.25
25.98,155.48,0.1,-6.64
2.78,56.77,0.06,-3.2
6.48,63.91,0.06,-27.78
2.08,27.32,0.05,-5.87
15.42,643.31,0.08,-231.34
4.37,188.23,0.05,-145.1
19.84,541.95,0.06,143.04
15.98,448.23,0.01,110.6
33.98,748.83,0.01,250.01
2.62,40.85,0.09,6.46
6.64,53.14,0.04,14.57
2.94,127.84,0.02,12.69
1.81,11.15,0.07,-2.62
47.9,235.49,0.06,21.78
178.47,8177.07,0.08,2385.3
376.13,1187.864,0.07,-347.16
1.74,11.08,0.06,-8.93
13.73,141.92,0.06,12.2
39.48,337.34,0.06,-69.84
27.42,475.9,0.04,-5.18
320.64,3635.63,0.09,104.48
4.89,157.56,0.1,-139.35
135.99,2026.05,0.1,-357.65
2.18,37.7,0.1,-81.08
20.98,1059.72,0.01,112.22
95.95,3491.71,0.04,-1216.64
34.58,485.16,0.1,-9.32
2.61,112.72,0.09,39.19
6.48,150.34,0.06,-28.45
115.99,2364.29,0.08,-220.05
4.28,112.57,0.08,13.92
11.66,541.45,0,-164.25
105.34,1556.55,0.04,436.02
17.67,647.81,0.1,8.65
9.99,168.9,0.09,-16.19
9.99,145.86,0.04,-92.32
55.48,1676.48,0,590.35
14.34,605.77,0.05,129.33
30.98,1480.91,0,489.14
101.41,3644.24,0,-457.73
95.99,599.2075,0.1,-268.66
8.12,268.55,0.1,-99.02
89.99,3632.6,0,-400.33
95.99,1733.1,0.09,-505.69
125.99,3448.6455,0.02,900.41
48.92,1939.66,0.03,540.67
4.13,21.56,0,2.75
2.88,115.81,0.1,-1.49
6.08,95.9,0.07,19.57
19.9,517.91,0.08,107.11
3.36,162.28,0.02,-216.15
30.73,637.04,0,-26.83
8.85,64.37,0.07,-6.96
449.99,4588.55,0.01,-266.62
34.23,596.21,0.1,211.59
100.98,2645.88,0.06,-1231.98
65.99,2144.924,0,542.25
5.08,65.89,0.03,20.6
209.84,9752.25,0.09,3066.17
4.28,114.86,0.07,16.21
95.99,994.04,0.03,-335.06
289.53,10223.19,0.08,2723.31
6.48,312.42,0.08,-90.42
8.5,262.54,0.04,29.24
15.99,190.73,0.1,-69.64
95.99,1332.97,0.09,4.75
6.48,283.13,0.08,-141.26
3.89,193.11,0.08,-263.76
11.7,158.79,0.05,1.16
160.98,4620.05,0.06,-229.68
125.99,3197.003,0.07,603.46
6.88,298.57,0.07,74.07
2.52,44.32,0.01,-41.55
175.99,7312.0315,0.06,2031.51
19.98,102.18,0.09,-65.67
3502.14,3501.79,0.01,-7838.33
15.73,141.83,0.06,-35.69
145.98,3503.12,0.01,-168.14
7.28,54.23,0.08,-16.46
3.69,152.26,0.04,64.99
205.99,2048.568,0.1,-259.99
200.99,4442.049,0.1,720.95
31.76,1212.928,0.02,-1460.77
100.98,3081.33,0.08,-1341.11
40.98,1692.56,0.04,275.5
172.99,8038.08,0.1,2821.41
78.65,2360.98,0.02,611.93
3.75,182.2,0.09,82.21
58.14,2494.69,0.09,-937.06
3.28,159.41,0,34.68
22.98,1147.64,0.06,261.87
5.74,44.74,0.04,-20.1
4.24,90.78,0.06,-71.84
9.27,150.2,0.02,12.97
20.99,38.93,0.07,-102.43
28.53,513.08,0.03,198.94
5.98,98.8,0.07,-62
2.62,89.4,0.08,22.22
5.18,123.15,0.05,22.98
40.98,563.18,0.02,67.98
2.88,47.45,0.05,1.07
8.34,16.97,0.04,-8.8
110.99,4077.756,0.04,1086.96
145.45,445.34,0.03,-377.9
48.04,660.99,0.02,267.67
6.24,282.61,0.02,-106.36
200.97,4332.3,0.08,2066.12
85.99,808.673,0.06,-10.67
6.48,170.7,0,-37.88
111.96,1839.448,0.07,-742.88
40.97,1837.15,0.06,196.58
101.41,540.22,0.06,-253.38
55.99,2035.393,0.01,1152.69
6.37,192.41,0.03,-55.95
119.99,4733.88,0.02,239.41
22.01,363.54,0.08,4.75
599.99,3378.18,0.08,-1352.68
65.99,1443.266,0.08,156.11
10.48,525,0.03,63.5
34.76,279.77,0.07,-14.02
15.23,154.21,0.03,-160.39
12.28,460.43,0.07,-76.18
81.32,970.47,0.1,192.38
39.98,1340.93,0.09,154.16
150.98,5287.16,0.05,-769.05
30.98,386.71,0.01,-84.12
4.13,134.06,0.09,5.98
300.98,7937.59,0.03,1383.24
2550.14,9396.41,0.02,-4991.42
500.98,13255.93,0.02,4089.27
40.98,1068.7,0.04,-89.5
22.98,157.94,0.04,9.15
56.96,3089.06,0,719.26
442.14,20265.22,0.08,6168.64
44.43,1209.168,0.03,-1052.79
205.99,7640.225,0.07,2027.68
6.48,24.36,0.07,-13.01
8.67,126.74,0.08,-18.53
1.14,48.41,0.06,-1.46
95.98,4550.06,0.1,-1335.32
15.57,462.12,0,226.4
2.88,105.99,0.01,43.37
16.48,512.87,0,170.69
2.98,102.59,0.01,8.88
32.98,1695.65,0.02,51.98
2.94,7.01,0.03,-4.2
34.76,1116.03,0.04,203.44
113.64,2305.75,0.03,-530.68
3.74,80.45,0.09,-60.96
16.98,149.51,0.02,-31.11
13.4,322.73,0.07,101.83
2.88,7.96,0,-0.11
284.98,1548.45,0.03,-224.2
12.99,56.07,0,10.49
11.09,270.16,0.09,16.92
120.97,2694.01,0.08,994.31
20.28,56.13,0.02,48.85
65.99,1491.5205,0,286.36
2036.48,13253.93,0.01,-1596.75
50.98,1102.3,0.1,98.12
11.09,471.87,0.05,52.27
13.79,539.6,0.06,-6.5
7.3,229.43,0.03,-127.05
21.38,211.97,0.06,-46.83
10.89,36.06,0.08,-18.5
42.98,1849.8,0.04,530.22
55.48,67.49,0.06,-22.82
1.68,6.76,0.02,-4.28
810.98,2421.02,0.07,-1943.17
3.98,161.72,0.09,-134.71
4.73,107.75,0.07,24.17
1.68,75.73,0.04,-37.76
2.88,29.23,0.05,8.1
124.49,240.24,0.05,-84.93
167.27,6742.49,0.03,-502.05
10.23,92.02,0.07,-24.88
130.98,5785.59,0.07,-423.77
55.98,1131.93,0.09,469.69
115.99,3238.143,0.08,727.36
4.98,167.07,0.03,-102.36
179.29,6116.11,0.03,91.57
270.97,8719.69,0.01,2241.71
3.98,124.78,0.09,-122.67
5.84,123.4,0.1,30.5
119.99,4043.29,0.06,-34.3
36.55,870.48,0.07,104.37
259.71,6878.55,0.03,506.71
15.99,124.19,0.03,-53.3
161.55,4976.6,0.06,601.88
136.98,5583.27,0.04,1539.59
65.99,1756.593,0.09,298.21
150.98,5817.88,0.01,-567.14
2.98,20.28,0.05,-4.32
140.99,7235.83,0.01,3496.37
14.42,280.39,0,9.33
9.06,400.49,0.09,-237.89
14.48,538.14,0.06,111.42
417.4,4956.784,0.06,-296.06
21.98,388.13,0.04,40.11
71.37,2339.84,0.05,-1730.3
5.94,145.15,0.07,-169.17
39.98,131.5,0.01,105.9
194.3,7814.59,0.02,3408.46
6.98,158.99,0.07,-197.13
7.38,71.2,0.08,1.87
56.96,1351.78,0.06,109.92
73.98,1560.96,0.07,-120.27
11.58,495.5,0.06,-12.67
350.98,8225.24,0.06,1909.03
328.14,1337.19,0.06,-431.45
6.04,16.81,0.05,-4.14
37.7,1194.34,0.04,497.11
55.99,51.833,0.01,-235.9
20.99,797.98,0.05,237.47
270.98,1121.78,0.04,-454.8
180.98,5404.18,0.07,241.06
10.31,430.19,0.02,181.26
90.97,3259.25,0.04,580.33
150.98,6803,0.03,-1061.68
110.98,238.76,0.1,-235.21
4.48,140.37,0.01,-893.39
130.98,5921.74,0.02,-287.62
15.98,68.16,0.09,-52.44
27.48,105.13,0.08,-103.23
304.99,10168.23,0.03,4141.8
4.98,176.77,0.06,-41.6
348.21,6568.024,0.06,1715.9
35.99,1579.028,0.02,624.98
11.7,336.65,0.07,-71.05
419.19,8048.45,0.04,1947.67
499.99,23949.51,0,-1312.84
2.88,17.43,0.02,2.45
115.99,2976.19,0.05,-44.52
25.98,498.68,0.06,79.52
155.06,5208.78,0.05,1547.78
5.98,28.46,0.02,-27.13
5.98,23.44,0.05,-10.58
7.99,31.1185,0.05,-46.9
125.99,4829.4535,0.05,1235.15
10.52,136.1,0.06,-3.78
54.1,297.85,0.04,-69.89
39.48,1296.46,0.01,376.47
3.28,101.77,0.03,-73.19
3.69,104.7,0.09,42.16
65.99,284.4525,0.06,-254.78
37.7,247.34,0.04,63.61
11.55,305.48,0.1,47.14
320.64,2029.496,0.1,251.64
7.28,122.74,0.08,-28.13
4.48,105.94,0.06,-566
19.98,630.14,0.04,108
125.99,2813.8485,0.08,377.15
65.99,1624.5965,0.07,109.84
10.01,381.36,0,128.03
1.26,11.89,0.06,-6.12
7.96,269.3,0.04,22.38
200.98,883.31,0.01,-79.96
8.5,364.4,0.05,51.08
146.34,3585.91,0.06,-178.54
22.84,545.38,0.02,89.6
95.99,3713.0125,0.09,803.6
30.56,1444,0.08,617.06
35.41,676.69,0.09,138.1
3499.99,13698.96,0.05,-9078.94
31.78,925.43,0,368.86
14.34,321.63,0.04,73.7
5.78,278.07,0.08,-71.45
20.99,328.627,0,-7.77
152.48,6733.52,0.04,246
9.11,377.83,0.06,122.06
200.98,7725.66,0.05,-737.41
9.65,52.43,0.03,-12.98
5.58,254.51,0.08,49.05
10.89,268.58,0.03,-26.33
50.98,1280.65,0.06,75.36
5.98,231.65,0,-241.28
99.23,198.44,0.01,-87.46
10.98,296.94,0.08,-25.41
15.67,729.75,0.02,375.25
51.65,1417.21,0.07,63.88
125.99,1154.9375,0.04,-176.06
6.54,109.9,0.01,-28.95
101.41,646.14,0.07,-265.62
6.48,343.94,0.02,-157.4
348.21,12685.544,0.02,3985.11
12.28,246.63,0.08,31.54
7.45,94.52,0.06,-36.23
4.54,106.69,0.01,-76.6
146.05,6126.93,0.01,-1704.89
3502.14,9172.32,0.06,-8570.45
3.48,128.97,0.03,-1045.25
11.66,238.77,0.02,-78.81
12.98,257.34,0.04,12.82
19.98,107.41,0.05,0.19
6.23,163.41,0.07,-91.28
15.98,507.66,0.1,106.71
83.93,3212.97,0.03,1125.42
22.84,292.95,0.06,60.36
4.28,49.18,0.07,0.58
41.94,659.5,0.09,248.98
8.45,413.37,0.04,-224.41
115.99,1721.641,0.04,242.44
4.98,59.35,0.02,-42.61
35.89,1500.84,0.1,91.56
2.08,98.64,0.03,-9.36
5.58,11.16,0.01,-7.25
3.98,156.2,0.03,43
4.13,99.1,0.02,28.42
10.48,380.34,0.02,-108.2
7.64,325.33,0,-41.75
400.98,6449.056,0.01,1116.02
1.76,45.21,0.02,4.61
68.81,2175.22,0,-520.55
5.74,32.77,0.07,-17.19
43.98,1701.53,0.01,735.99
29.34,64.79,0.03,-41.32
348.21,4324.29,0.09,298.83
9.71,234.24,0.09,-151.8
115.99,4357.117,0.07,1192.98
31.78,1298.29,0.06,542.33
4.98,19.34,0.06,-11.36
16.99,590.32,0.06,-91.31
209.37,4245.93,0,-626.45
59.98,1463.42,0.08,350.82
100.89,1025.88,0.08,-211.33
8.33,43.49,0.06,-21.44
111.03,2854.76,0.06,61.13
10.98,114.87,0.1,-21.03
39.98,383.23,0.01,146.51
5.38,68.5,0.01,-53.85
3.28,145.19,0.05,-116.87
12.28,506.73,0.08,25.58
6.48,129.27,0.07,-105.15
2036.48,8467.68,0.01,-3669.05
12.99,183.22,0.01,-100.89
15.14,68.03,0.02,-29.42
68.81,1638.67,0.05,-527.83
6.84,64.1,0.03,-48.28
599.99,29884.6,0.05,12748.86
159.99,4846.74,0.01,1689.93
78.69,2548.3,0.1,875.57
128.24,5979.84,0.01,1779.01
6.3,175.76,0.06,80.36
22.38,420.76,0.05,-56.21
60.98,1676.46,0.1,-626.08
2.88,145.66,0.02,28.89
4.48,203.35,0.08,-1605.73
2.16,44.52,0.03,-90.59
9.71,58.9,0.03,-36.9
55.99,602.4205,0.09,10.98
100.98,1776.96,0.07,-197.06
70.98,3642.14,0.01,103.11
182.55,2982.5,0.05,-589.58
5.4,59.62,0.04,-56.3
27.48,57.73,0.06,-101.41
2.89,56.26,0,28.11
65.99,1961.7915,0.05,425.75
500.98,6168.07,0.05,1542
65.99,1521.1345,0.07,270.6
8.75,89.04,0.08,-16.49
7.28,297.34,0.04,-270.96
35.48,1264.13,0.02,-1087.36
349.45,840.552,0.1,7.55
4.71,142.59,0.02,-3.23
125.99,849.337,0.07,-258.85
18.65,140.77,0.01,100.77
34.76,848.19,0.06,120.02
46.89,562.15,0.01,148.34
18.97,746.93,0.09,67.03
8.34,313.4,0,-5.05
4.82,208.77,0.03,-144.24
4.28,28.55,0.01,-4.5
29.18,324.52,0.08,154.02
280.98,1770.7,0.05,-448.25
14.03,628.33,0.09,-226.62
6.23,141.2,0.05,-74.44
4.98,83.02,0.06,-54.01
165.2,6176.29,0.04,1499.94
19.84,493.43,0.07,120.18
205.99,2218.891,0,79.54
4.98,39.01,0.07,-38.44
100.98,4768.59,0.01,-593.8
3.75,117.77,0.08,47.98
7.89,179.98,0.01,38.7
3.68,55.44,0.09,-21.91
9.71,174.62,0.1,-119.77
99.99,999.89,0.02,-119.92
3.28,35.69,0.04,-31.24
12.97,532.89,0.09,210.53
2.12,60.69,0.06,-25.65
387.99,16116.33,0.08,6919.87
276.2,5482.18,0.06,1167.38
2.88,45.57,0.09,2.81
35.94,473.46,0.03,128.11
2.18,88.23,0.1,-195.93
16.98,29.19,0.03,-23.1
225.04,2007.24,0.03,600.4
9.49,384.41,0.05,-44.3
291.73,1239.06,0,-193.08
100.98,4083.19,0.07,-1049.85
155.06,4902.38,0.05,1438.49
4.98,19.96,0.05,3.25
3.57,148.99,0.03,-115.48
3.28,70.66,0.06,-57.84
13.99,478.27,0.01,-4.85
25.99,977.92,0.05,148.89
6.81,229.26,0,-37.2
58.14,754.94,0.01,-226.24
39.48,1011.9,0.07,247.94
31.78,1279.25,0.01,569.3
348.21,12570.74,0.02,-4560.43
31.74,230.29,0.03,-4.3
155.06,1394.28,0.03,197.16
179.99,6862.237,0.05,1839.2
8.09,418.03,0,-158.58
14.2,336.86,0.06,36.32
65.99,2693.514,0.02,662.05
35.44,391.9,0.1,-47.01
55.48,1451.59,0.06,435.11
39.98,1283.68,0.08,202.47
5.84,169.46,0.02,34.24
155.99,1351.653,0.01,-202.85
5.98,63,0.01,-17.48
21.38,856.15,0.03,330.03
39.98,2026.42,0.03,655.36
125.99,3413.4555,0.03,868.47
6.68,294.13,0.01,-123.07
4.38,125.41,0.08,-127.01
64.98,3170.52,0.08,379.11
155.99,2488.477,0.08,142.55
30.73,378.84,0.05,-99.38
160.98,200.38,0.02,-90.41
64.98,128.52,0.1,-110.07
348.21,6717.784,0,1903.1
2.88,59.08,0.1,-2.61
20.99,886.363,0.08,450.02
5.98,222.25,0.05,-63.77
65.99,388.7135,0.01,-190.42
29.89,1233.22,0.05,385.46
4,144.82,0.08,28.4
218.08,6310.69,0.1,1318.83
76.72,3702.92,0.03,541.92
1.88,53.99,0.1,-15.12
107.53,3854.4,0.09,1116.98
7.38,346.2,0,-335.69
20.24,85.96,0.08,-7.48
12.44,475.52,0.07,-70.43
4.91,92.94,0.09,37.77
296.18,6070.96,0.01,173.48
1.6,41.85,0.04,-8.44
65.99,2303.7125,0.04,398.22
11.97,283.82,0.01,-38.94
80.97,3441.09,0.03,431.95
5.28,209.61,0.05,-96.29
120.98,1979.47,0.1,690.27
8.32,187.8,0.08,-41.83
125.99,2823.037,0.1,372.4
2.88,94.55,0.01,6.74
3.98,45.31,0.07,-10.64
8.69,36.46,0.1,-7.41
4.14,63.91,0.04,-44.47
65.99,1909.0065,0.01,344.13
70.98,3412.08,0.04,239.23
40.99,1311.68,0.03,230.37
22.38,238.88,0.01,-48.21
30.98,1235.29,0,53.63
195.99,1928.327,0.09,-253.37
5.98,57.15,0.03,-33.95
4.24,44.25,0.07,-14.36
146.34,1940.32,0,-18.81
46.94,2447.65,0,1170.35
161.55,1069.64,0.09,-139.75
195.99,1143.4285,0.04,-475.66
5.68,233.2,0,74.83
10.14,245.53,0.02,83.16
225.04,904.12,0.07,28.81
306.14,7667.78,0.04,1494.01
30.98,1305.85,0,65.01
60.89,2130.31,0.08,-319.26
1938.02,3668.28,0.09,-4858.67
155.99,1849.6,0.06,62.16
5.28,197.1,0.09,-12.88
4.2,199.48,0.03,13.8
16.51,635.59,0.07,202.83
55.48,1251.4,0.01,539.45
78.8,3577.81,0.03,-1097.97
45.99,1009.868,0.02,170.57
3.6,31.36,0.1,-8.28
7.64,64.23,0.03,15.83
7.1,119.51,0.06,-51.3
17.78,332.38,0.05,89.95
5.34,202.42,0.09,0.86
9.11,137.63,0.09,26.71
15.04,614.8,0.08,247.79
367.99,11823.52,0.1,4592.74
4.24,80.81,0.1,-67.46
5.28,181.15,0.06,-46.68
